Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,Direction,,,,,Date Taken
340,5013.742986,5002.786381,102.252245,BR,Bedrock,,,,,,,,,,,18/06/2012
341,5013.730856,5002.785965,102.282031,BR,Bedrock,,,,,,,,,,,18/06/2012
342,5013.734508,5002.786084,102.37249,BR,Bedrock,,,,,,,,,,,18/06/2012
343,5013.738576,5002.786223,102.382848,BR,Bedrock,,,,,,,,,,,18/06/2012
344,5013.74517,5002.786441,102.502304,BR,Bedrock,,,,,,,,,,,18/06/2012
345,5013.756735,5002.786845,102.514735,BR,Bedrock,,,,,,,,,,,18/06/2012
346,5013.800395,5002.788325,102.575677,BR,Bedrock,,,,,,,,,,,18/06/2012
347,5013.882843,5002.791138,102.666053,BR,Bedrock,,,,,,,,,,,18/06/2012
348,5013.87768,5002.784553,102.666403,BR,Bedrock,,,,,,,,,,,18/06/2012
349,5014.047485,5002.779925,102.729552,BR,Bedrock,,,,,,,,,,,18/06/2012
350,5010.619165,4999.984396,100.510733,PF_B2_5_L35,,,,,,,,,,,,18/06/2012
351,5010.657929,5000.050621,100.511039,PF_B2_5_HB43,,,,,,,,,,,,18/06/2012
352,5011.094999,4999.845613,100.547341,PF_C3_5_L36,,,,,,,,,,,,18/06/2012
353,5010.62656,5000.01837,100.494556,PF_B2_5_HM10,,,,,,,,,,,,18/06/2012
354,5011.13203,4999.929733,100.536416,PF_C3_5_HM11,,,,,,,,,,,,18/06/2012
355,5010.885019,4999.928304,100.503553,EL_B2_5_N,,,,,,,,,,,,18/06/2012
356,5010.612428,5000.218037,100.501824,EL_B2_5_E,,,,,,,,,,,,18/06/2012
357,5010.467716,5000.089025,100.510697,EL_B2_5_S,,,,,,,,,,,,18/06/2012
358,5010.714772,4999.768838,100.504233,EL_B2_5_W,,,,,,,,,,,,18/06/2012
359,5011.167821,4999.855415,100.524518,PF_C3_5_L37,,,,,,,,,,,,18/06/2012
360,5010.941866,4999.722933,100.522265,PF_B3_5_HB44,,,,,,,,,,,,18/06/2012
361,5012.008733,4999.707354,100.569953,PF_C3_5_L38,,,,,,,,,,,,18/06/2012
362,5011.885127,5000.191191,100.554554,PF_C3_5_L39,,,,,,,,,,,,18/06/2012
363,5011.367261,4999.12478,100.540395,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
364,5011.430593,4999.199104,100.537081,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
365,5011.324508,4999.329949,100.524379,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
366,5011.245981,4999.255574,100.542247,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
367,5011.36719,4999.148981,100.58586,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
368,5011.403854,4999.206465,100.586838,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
369,5011.331838,4999.325422,100.578198,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
370,5011.261342,4999.232,100.587756,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
371,5011.33457,4999.152148,100.540374,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
372,5011.404981,4999.197966,100.531762,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
373,5011.348323,4999.293295,100.537544,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
374,5011.249466,4999.262114,100.540059,PF_B3_5_R3,,,,,,,,,,,,18/06/2012
375,5011.773246,5000.349578,100.555403,PF_C3_5_HM12,,,,,,,,,,,,18/06/2012
376,5011.62335,5000.387656,100.550791,PF_C3_5_HB45,,,,,,,,,,,,18/06/2012
377,5011.071926,4999.955328,100.511265,PF_C3_5_HB46,,,,,,,,,,,,18/06/2012
378,5011.249538,4999.823911,100.537282,PF_C3_5_HB47,,,,,,,,,,,,18/06/2012
379,5011.132914,4999.925357,100.517349,PF_C3_5_L40,,,,,,,,,,,,18/06/2012
380,5010.901573,4999.069309,100.554474,PF_B3_5_C14X3,,,,,,,,,,,,18/06/2012
381,5011.151851,4999.946407,100.520018,PF_C3_5_L41,,,,,,,,,,,,18/06/2012
382,5011.316704,4999.950342,100.527238,PF_C3_5_HB48,,,,,,,,,,,,18/06/2012
383,5010.774859,4998.647861,100.569371,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
384,5010.881732,4998.831469,100.576641,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
385,5010.764113,4999.010887,100.57891,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
386,5010.531287,4998.829343,100.60501,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
387,5011.135686,5000.031638,100.523415,PF_C3_5_HB49,,,,,,,,,,,,18/06/2012
388,5010.826864,4998.581606,100.534412,PF_B3_5_HB50,,,,,,,,,,,,18/06/2012
389,5011.346328,5000.185756,100.581658,PF_C3_5_HB51,,,,,,,,,,,,18/06/2012
390,5011.336163,5000.105786,100.57904,PF_C3_5_HB51,,,,,,,,,,,,18/06/2012
391,5011.251348,5000.00909,100.535546,PF_C3_5_HB52,,,,,,,,,,,,18/06/2012
392,5010.657797,4998.786045,100.566973,PF_B3_5_HB54,,,,,,,,,,,,18/06/2012
393,5012.409444,4999.336611,100.572939,PF_C4_5_C14X_4,,,,,,,,,,,,18/06/2012
394,5010.741236,4998.610617,100.543807,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
395,5010.758103,4999.08876,100.542053,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
396,5010.542759,4998.834262,100.540421,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
397,5010.888701,4998.79283,100.541141,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
398,5011.444275,4999.187375,100.523817,PF_B3_5_SF3,,,,,,,,,,,,18/06/2012
399,5011.452814,4999.191084,100.52512,EL_B3_5_N,,,,,,,,,,,,18/06/2012
400,5010.905834,4999.889825,100.507245,EL_B3_5_E,,,,,,,,,,,,18/06/2012
401,5010.540819,4998.829091,100.540618,EL_B3_5_S,,,,,,,,,,,,18/06/2012
402,5010.828814,4998.508779,100.543234,EL_B3_5_W,,,,,,,,,,,,18/06/2012
403,5011.020839,4999.357437,100.541062,EL_B3_5_C,,,,,,,,,,,,18/06/2012
404,5011.52028,4999.551589,100.545098,PF_C3_5_L42,,,,,,,,,,,,18/06/2012
405,5012.398848,4998.72755,100.59264,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
406,5012.361607,4998.800228,100.601716,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
407,5012.276993,4998.787722,100.59381,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
408,5012.231373,4998.700182,100.59598,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
409,5012.300183,4998.641803,100.596771,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
410,5012.358216,4998.665203,100.59654,PF_B4_5_SF4,,,,,,,,,,,,18/06/2012
411,5010.79981,5000.113553,100.546473,PF_C2_5_L43,,,,,,,,,,,,18/06/2012
412,5010.912807,5000.04341,100.509077,PF_C2_5_L44,,,,,,,,,,,,18/06/2012
413,5012.913174,4999.107409,100.617735,EL_C4_5_N,,,,,,,,,,,,18/06/2012
414,5012.261796,4999.795221,100.5599,EL_C4_5_E,,,,,,,,,,,,18/06/2012
415,5011.632585,4999.17935,100.563759,EL_C4_5_S,,,,,,,,,,,,18/06/2012
416,5012.24677,4998.490215,100.574722,EL_C4_5_W,,,,,,,,,,,,18/06/2012
417,5012.250728,4999.155149,100.574187,EL_C4_5_C,,,,,,,,,,,,18/06/2012
418,5010.858266,5000.191837,100.523964,PF_C2_5_HM13,,,,,,,,,,,,18/06/2012
419,5011.126479,5000.165709,100.560397,PF_C2_5_HB55,,,,,,,,,,,,18/06/2012
420,5010.916772,5000.179758,100.518617,PF_C2_5_L45,,,,,,,,,,,,18/06/2012
421,5010.89369,4999.942892,100.493818,PF_C2_5_HB56,,,,,,,,,,,,18/06/2012
422,5012.499959,4999.748313,100.558663,PF_D4_5_HB57,,,,,,,,,,,,18/06/2012
423,5012.64609,4999.616388,100.556186,PF_D4_5_HB58,,,,,,,,,,,,18/06/2012
424,5011.321873,5000.023711,100.515919,PF_C3_5_HB53,,,,,,,,,,,,18/06/2012
425,5011.283166,4999.791153,100.494512,PF_C3_5_HB53,,,,,,,,,,,,18/06/2012
426,5011.374611,4999.923835,100.517174,PF_C3_5_HB59,,,,,,,,,,,,18/06/2012
427,5011.169143,4999.942125,100.508774,PF_C3_5_HB60,,,,,,,,,,,,18/06/2012
428,5011.178423,4999.72645,100.509159,PF_C3_5_HB61,,,,,,,,,,,,18/06/2012
429,5011.175533,4999.720714,100.510864,PF_C3_5_HB62,,,,,,,,,,,,18/06/2012
430,5011.701195,5000.347064,100.549776,PF_C3_5_HB63,,,,,,,,,,,,18/06/2012
431,5011.605063,5000.361207,100.558911,PF_C3_5_HB64,,,,,,,,,,,,18/06/2012
432,5011.658558,5000.36649,100.556428,PF_C3_5_HB65,,,,,,,,,,,,18/06/2012
433,5011.578887,5000.403329,100.549309,PF_C3_5_HB66,,,,,,,,,,,,18/06/2012
434,5011.470513,5000.336089,100.54719,PF_C3_5_HB67,,,,,,,,,,,,18/06/2012
435,5010.772518,5000.286136,100.503247,PF_C2_5_HB68,,,,,,,,,,,,18/06/2012
436,5010.717985,5000.207841,100.492245,PF_C2_5_HB68,,,,,,,,,,,,18/06/2012
437,5011.234554,5000.270823,100.551959,PF_C2_5_HB69,,,,,,,,,,,,18/06/2012
438,5010.891754,5000.457979,100.522223,PF_C2_5_L46,,,,,,,,,,,,18/06/2012
439,5012.694533,4999.633688,100.556686,PF_D4_5_HB70,,,,,,,,,,,,18/06/2012
440,5011.740333,5000.37917,100.552606,PF_C3_5_L47,,,,,,,,,,,,18/06/2012
441,5011.699849,5000.461258,100.550414,PF_C3_5_L48,,,,,,,,,,,,18/06/2012
442,5012.53953,4999.901251,100.531641,PF_D4_5_C14X_5,,,,,,,,,,,,18/06/2012
443,5011.283335,5000.166697,100.528875,PF_C3_5_HB71,,,,,,,,,,,,18/06/2012
444,5011.971109,5000.084954,100.532852,PF_C3_5_HB72,,,,,,,,,,,,18/06/2012
445,5011.280749,5000.672424,100.555462,PF_C2_5_L49,,,,,,,,,,,,18/06/2012
446,5011.335754,5000.569945,100.559419,PF_C2_5_L49,,,,,,,,,,,,18/06/2012
447,5011.44164,5000.647604,100.559455,PF_C2_5_L49,,,,,,,,,,,,18/06/2012
448,5011.351759,5000.731173,100.549391,PF_C2_5_L49,,,,,,,,,,,,18/06/2012
449,5011.352942,5000.667493,100.547104,PF_C2_5_L49,,,,,,,,,,,,18/06/2012
450,5011.915939,4999.834498,100.549617,PF_C3_5_L50,,,,,,,,,,,,18/06/2012
451,5013.654724,4999.783721,100.57403,EL_D4_5_N,,,,,,,,,,,,18/06/2012
452,5013.035315,5000.428262,100.560369,EL_D4_5_E,,,,,,,,,,,,18/06/2012
453,5012.485138,4999.791298,100.547619,EL_D4_5_S,,,,,,,,,,,,18/06/2012
454,5012.932729,4999.136111,100.61871,EL_D4_5_W,,,,,,,,,,,,18/06/2012
455,5012.968896,4999.845029,100.571862,EL_D4_5_C,,,,,,,,,,,,18/06/2012
456,5011.799048,4999.905122,100.517982,PF_C3_5_HB73,,,,,,,,,,,,18/06/2012
457,5011.173109,5000.465551,100.497009,PF_C2_5_L51,,,,,,,,,,,,18/06/2012
458,5010.926445,5000.418846,100.493746,PF_C2_5_HB74,,,,,,,,,,,,18/06/2012
459,5013.504367,5000.677542,100.550701,PF_E4_5_C14X_6,,,,,,,,,,,,18/06/2012
460,5012.006398,4999.984993,100.564799,PF_C3_5_R4,,,,,,,,,,,,18/06/2012
461,5011.973515,4999.926681,100.559165,PF_C3_5_R4,,,,,,,,,,,,18/06/2012
462,5012.048284,4999.902545,100.560491,PF_C3_5_R4,,,,,,,,,,,,18/06/2012
463,5012.041791,4999.949472,100.562246,PF_C3_5_R4,,,,,,,,,,,,18/06/2012
464,5012.005043,4999.934547,100.53428,PF_C3_5_R4,,,,,,,,,,,,18/06/2012
465,5011.335494,5000.689139,100.507585,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
466,5011.34751,5000.835878,100.535569,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
467,5011.18929,5000.658322,100.514833,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
468,5011.325745,5000.691366,100.508475,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
469,5011.272864,5000.864836,100.55456,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
470,5011.29206,5000.812524,100.614415,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
471,5011.186212,5000.673908,100.564894,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
472,5011.314682,5000.676352,100.535177,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
473,5011.324149,5000.777391,100.537053,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
474,5011.278558,5000.825156,100.551934,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
475,5011.188866,5000.714623,100.536891,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
476,5011.275247,5000.682724,100.504674,PF_C2_5_R5,,,,,,,,,,,,18/06/2012
477,5012.402036,5000.056114,100.514635,PF_D3_5_L55,,,,,,,,,,,,18/06/2012
478,5013.792943,5001.146483,100.550543,EL_E4_5_E,,,,,,,,,,,,18/06/2012
479,5013.075323,5000.470436,100.561851,EL_E4_5_S,,,,,,,,,,,,18/06/2012
480,5013.685605,4999.806135,100.573973,EL_E4_5_W,,,,,,,,,,,,18/06/2012
481,5013.829251,5000.502138,100.530614,EL_E4_5_C,,,,,,,,,,,,18/06/2012
482,5014.417621,5000.45443,100.538917,EL_E4_5_N,,,,,,,,,,,,18/06/2012
483,5011.572744,5000.338809,100.592123,PF_C3_5_L52,,,,,,,,,,,,18/06/2012
484,5011.508147,5000.339235,100.580761,PF_C3_5_L52,,,,,,,,,,,,18/06/2012
485,5011.584082,5000.330888,100.482473,PF_C3_5_L52,,,,,,,,,,,,18/06/2012
486,5011.516153,5000.329307,100.476867,PF_C3_5_L52,,,,,,,,,,,,18/06/2012
487,5011.642647,5000.496376,100.53971,PF_C3_5_L53,,,,,,,,,,,,18/06/2012
488,5011.667955,5000.355428,100.536826,PF_C3_5_HB79,,,,,,,,,,,,18/06/2012
489,5011.726585,5000.324834,100.566815,PF_C3_5_HB80,,,,,,,,,,,,18/06/2012
490,5011.591206,5000.55179,100.510714,EL_C2_5_N,,,,,,,,,,,,18/06/2012
491,5011.182568,5000.999993,100.485001,EL_C2_5_E,,,,,,,,,,,,18/06/2012
492,5010.624002,5000.30743,100.493636,EL_C2_5_S,,,,,,,,,,,,18/06/2012
493,5010.931282,4999.956813,100.485234,EL_C2_5_W,,,,,,,,,,,,18/06/2012
494,5011.04015,5000.400543,100.481904,EL_C2_5_C,,,,,,,,,,,,18/06/2012
495,5011.717937,5000.420619,100.525341,PF_C3_5_L54,,,,,,,,,,,,18/06/2012
496,5012.513785,5000.200047,100.521982,PF_D3_5_HB80,,,,,,,,,,,,18/06/2012
497,5011.51365,5000.889024,100.500015,PF_D2_5_L56,,,,,,,,,,,,18/06/2012
498,5011.260044,5000.028948,100.509737,PF_C3_5_HB81,,,,,,,,,,,,18/06/2012
499,5011.290643,4999.987029,100.498791,PF_C3_5_HB81,,,,,,,,,,,,18/06/2012
500,5011.477498,5001.028175,100.497157,PF_D2_5_L57,,,,,,,,,,,,18/06/2012
501,5011.913263,5000.262551,100.554515,PF_D3_5_HB82,,,,,,,,,,,,18/06/2012
502,5011.996368,5000.931839,100.512686,PF_D2_5_HB83,,,,,,,,,,,,18/06/2012
503,5012.108276,5000.311555,100.564906,PF_D3_5_HB84,,,,,,,,,,,,18/06/2012
504,5011.429177,5000.93279,100.57154,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
505,5011.493653,5000.923487,100.539922,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
506,5011.48052,5001.044442,100.49341,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
507,5011.419238,5001.077015,100.508809,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
508,5011.385823,5000.975134,100.556431,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
509,5011.478698,5000.938801,100.510598,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
510,5011.45716,5001.026863,100.474418,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
511,5011.416169,5001.073384,100.499534,PF_D2_5_R6,,,,,,,,,,,,18/06/2012
512,5011.836624,5000.448489,100.569995,PF_D3_5_HB85,,,,,,,,,,,,18/06/2012
513,5012.032681,5000.35437,100.563342,PF_D3_5_HB86,,,,,,,,,,,,18/06/2012
514,5011.287123,4999.616046,100.511619,PF_C3_5_HB87,,,,,,,,,,,,18/06/2012
515,5011.247611,5000.003575,100.525229,PF_C3_5_R7,,,,,,,,,,,,18/06/2012
516,5011.248533,4999.834745,100.506325,PF_C3_5_R7,,,,,,,,,,,,18/06/2012
517,5011.272956,4999.917939,100.525507,PF_C3_5_R7,,,,,,,,,,,,18/06/2012
518,5011.217871,4999.921961,100.517872,PF_C3_5_R7,,,,,,,,,,,,18/06/2012
519,5011.245319,4999.927884,100.502303,PF_C3_5_R7,,,,,,,,,,,,18/06/2012
520,5011.761971,5000.304585,100.567729,PF_C3_5_R8,,,,,,,,,,,,18/06/2012
521,5011.674102,5000.322629,100.548198,PF_C3_5_R8,,,,,,,,,,,,18/06/2012
522,5011.720022,5000.354517,100.548786,PF_C3_5_R8,,,,,,,,,,,,18/06/2012
523,5011.735478,5000.265395,100.552662,PF_C3_5_R8,,,,,,,,,,,,18/06/2012
524,5011.723137,5000.313688,100.527395,PF_C3_5_R8,,,,,,,,,,,,18/06/2012
525,5011.752193,5001.22236,100.528433,PF_D2_5_HM14,,,,,,,,,,,,18/06/2012
526,5011.49052,5000.741696,100.475302,PF_D2_5_HM15,,,,,,,,,,,,18/06/2012
527,5011.065332,4999.815965,100.496672,PF_C3_5_HB88,,,,,,,,,,,,18/06/2012
528,5012.517619,5000.754593,100.55762,PF_D3_5_C14X_9,,,,,,,,,,,,18/06/2012
529,5011.722297,5000.377716,100.498647,PF_C3_5_HM16,,,,,,,,,,,,18/06/2012
530,5011.554146,5001.382113,100.54232,PF_D2_5_HB89,,,,,,,,,,,,18/06/2012
531,5011.473916,5001.030171,100.477278,PF_D2_5_O1,,,,,,,,,,,,18/06/2012
532,5010.908094,4998.657488,100.4985,PF_B3_6_HB107,,,,,,,,,,,,18/06/2012
533,5012.152422,5001.082969,100.497434,PF_D2_5_HB90,,,,,,,,,,,,18/06/2012
534,5012.639595,5000.881151,100.571407,PF_D3_5_C14X_10,,,,,,,,,,,,18/06/2012
535,5011.763156,5001.10304,100.464556,PF_D2_5_HM17,,,,,,,,,,,,18/06/2012
536,5023.302255,4999.151601,100.506153,CP03,,,,,,,,,,,,18/06/2012
537,5012.110467,5001.523204,100.491282,PF_D2_5_HB91,,,,,,,,,,,,18/06/2012
538,5011.889282,5001.262095,100.459416,PF_D2_5_HB92,,,,,,,,,,,,18/06/2012
539,5012.636388,4998.008226,100.710121,XG_1989_N,,,,,,,,,,,,18/06/2012
540,5011.837972,4997.372978,100.677898,XG_1989_W,,,,,,,,,,,,18/06/2012
541,5010.846572,4998.408814,100.573545,XG_1989_S,,,,,,,,,,,,18/06/2012
542,5011.276918,4998.093933,100.477323,XG_1989_ROCK,,,,,,,,,,,,18/06/2012
543,5011.572441,4998.011464,100.563276,XG_1989_ROCK,,,,,,,,,,,,18/06/2012
544,5011.667444,5001.180163,100.49125,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
545,5011.709976,5001.211527,100.501033,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
546,5011.600605,5001.288416,100.495712,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
547,5011.579968,5001.242719,100.483387,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
548,5011.679977,5001.185966,100.462351,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
549,5011.725537,5001.261639,100.490355,PF_D2_5_GS1,,,,,,,,,,,,18/06/2012
550,5012.995601,5000.493505,100.567517,EL_D3_5_N,,,,,,,,,,,,18/06/2012
