Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,Direction,,,,,Date Taken
1422,5013.006771,4999.747571,100.715784,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1423,5013.006,4999.743795,100.715588,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1424,5013.117585,4999.768069,100.670699,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1425,5013.105444,4999.85037,100.657885,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1426,5012.937886,4999.723944,100.704047,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1427,5013.082226,4999.722786,100.686415,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1428,5012.929793,4999.648798,100.499044,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1429,5012.853464,4999.751277,100.527245,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1430,5013.022734,4999.892949,100.505253,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1431,5012.810161,4999.768025,100.371071,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1432,5012.908571,4999.848383,100.410784,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1433,5012.888834,4999.648957,100.382573,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1434,5013.076371,4999.4739,100.480521,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1435,5012.978308,4999.442952,100.435111,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1436,5012.991726,4999.422046,100.434062,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1437,5013.093112,4999.409964,100.427078,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1438,5013.078097,4999.468859,100.480132,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1439,5013.076858,4999.578082,100.32473,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1440,5012.990075,4999.546379,100.324798,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1441,5012.969765,4999.405467,100.33159,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1442,5013.117509,4999.443088,100.379971,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1443,5013.085828,4999.567024,100.322391,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1444,5012.668451,4999.432933,100.335761,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1445,5012.81647,4999.492784,100.335027,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1446,5012.887245,4999.35721,100.330465,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1447,5012.784562,4999.320949,100.328463,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1448,5012.849067,4999.4314,100.334189,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1449,5012.728149,4999.369639,100.335399,PF_D4_9_R32,,,,,,,,,,,,19/06/2012
1450,5013.208661,4999.605103,100.323262,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1451,5013.389387,4999.614767,100.336597,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1452,5013.525046,4999.794618,100.347851,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1453,5013.518862,4999.893242,100.334864,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1454,5013.375082,4999.826409,100.329849,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1455,5013.302081,4999.807409,100.321449,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1456,5013.214363,4999.709641,100.330613,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1457,5013.235617,4999.671632,100.393553,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1458,5013.33984,4999.779744,100.39159,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1459,5013.494579,4999.84594,100.396896,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1460,5013.492567,4999.750522,100.404353,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1461,5013.414272,4999.645681,100.430954,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1462,5013.330136,4999.639839,100.443967,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1463,5013.269092,4999.603377,100.414208,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1464,5013.448826,4999.78703,100.408629,PF_D4_9_R33,,,,,,,,,,,,19/06/2012
1465,5013.474982,5000.09025,100.345019,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1466,5013.465008,5000.226212,100.344416,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1467,5013.395373,5000.298297,100.344872,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1468,5013.295138,5000.271924,100.336239,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1469,5013.327,5000.176098,100.345427,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1470,5013.404375,5000.128815,100.337631,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1471,5013.334282,5000.228324,100.451886,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1472,5013.38034,5000.294767,100.404653,PF_D4_9_R34,,,,,,,,,,,,19/06/2012
1481,5012.816518,5000.289597,100.348878,PF_D3_9_R35,,,,,,,,,,,,19/06/2012
1482,5012.759186,5000.318655,100.342416,PF_D3_9_R35,,,,,,,,,,,,19/06/2012
1483,5012.713799,5000.240759,100.346781,PF_D3_9_R35,,,,,,,,,,,,19/06/2012
1484,5012.732178,5000.22537,100.345803,PF_D3_9_R35,,,,,,,,,,,,19/06/2012
1485,5012.778476,5000.303546,100.38585,PF_D3_9_R35,,,,,,,,,,,,19/06/2012
1486,5012.702451,5000.053989,100.339241,PF_D4_9_R36,,,,,,,,,,,,19/06/2012
1487,5012.623104,5000.024665,100.33531,PF_D4_9_R36,,,,,,,,,,,,19/06/2012
1488,5012.656419,4999.960167,100.339973,PF_D4_9_R36,,,,,,,,,,,,19/06/2012
1489,5012.711503,4999.96767,100.343301,PF_D4_9_R36,,,,,,,,,,,,19/06/2012
1490,5012.685138,5000.006801,100.369542,PF_D4_9_R36,,,,,,,,,,,,19/06/2012
1491,5012.257947,5001.242917,100.309873,EL_D2_9_N,,,,,,,,,,,,19/06/2012
1492,5011.513426,5000.569138,100.305839,EL_D2_9_W,,,,,,,,,,,,19/06/2012
1493,5011.639044,5001.183325,100.281084,EL_D2_9_C,,,,,,,,,,,,19/06/2012
1494,5011.699464,5001.871917,100.306352,EL_D2_9_E,,,,,,,,,,,,19/06/2012
1495,5011.289405,5001.084227,100.273943,EL_D2_9_S,,,,,,,,,,,,19/06/2012
1496,5014.379297,5000.459531,100.303277,EL_E4_9_N,,,,,,,,,,,,19/06/2012
1497,5013.805744,5001.125884,100.30157,EL_E4_9_E,,,,,,,,,,,,19/06/2012
1498,5013.060957,5000.439775,100.336338,EL_E4_9_S,,,,,,,,,,,,19/06/2012
1499,5013.68429,4999.824522,100.339085,EL_E4_9_W,,,,,,,,,,,,19/06/2012
1500,5013.774371,5000.499875,100.331243,EL_E4_9_C,,,,,,,,,,,,19/06/2012
1501,5013.333515,5000.441748,100.331118,PF_E4_9A_SF17,,,,,,,,,,,,19/06/2012
1502,5013.593004,5000.411368,100.332428,PF_E4_9A_SF17,,,,,,,,,,,,19/06/2012
1503,5013.643718,5000.59556,100.315415,PF_E4_9A_SF17,,,,,,,,,,,,19/06/2012
1504,5013.450168,5000.676644,100.30924,PF_E4_9A_SF17,,,,,,,,,,,,19/06/2012
1505,5011.678408,5001.012867,100.27992,PF_D2_9_HB336,,,,,,,,,,,,19/06/2012
1506,5011.732169,5001.038031,100.27893,PF_D2_9_HB336,,,,,,,,,,,,19/06/2012
1507,5011.712187,5000.959043,100.282134,PF_D2_9_HB336,,,,,,,,,,,,19/06/2012
1508,5011.635393,5000.983766,100.286667,PF_D2_9_HB336,,,,,,,,,,,,19/06/2012
1509,5011.658046,5001.060827,100.277056,PF_D2_9_HB336,,,,,,,,,,,,19/06/2012
1510,5012.917883,4999.666577,100.35978,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1511,5013.068416,4999.774359,100.434461,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1512,5013.00789,4999.863052,100.451727,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1513,5012.880463,4999.80735,100.342981,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1514,5012.828206,4999.761867,100.339019,PF_D4_9_R30,,,,,,,,,,,,19/06/2012
1515,5012.992109,4999.839042,100.406995,PF_D4_9_C14X31,,,,,,,,,,,,19/06/2012
1516,5013.004207,4999.447715,100.337606,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1517,5013.027248,4999.4145,100.334072,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1518,5013.108423,4999.494078,100.323929,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1519,5013.05546,4999.53658,100.31749,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1520,5012.969588,4999.469543,100.335325,PF_D4_9_R31,,,,,,,,,,,,19/06/2012
1521,5012.991416,4999.782293,100.393952,PF_D4_9_R37,,,,,,,,,,,,19/06/2012
1522,5013.043724,4999.774904,100.364638,PF_D4_9_R37,,,,,,,,,,,,19/06/2012
1523,5013.037125,4999.803651,100.36751,PF_D4_9_R37,,,,,,,,,,,,19/06/2012
1524,5012.991429,4999.802616,100.390294,PF_D4_9_R37,,,,,,,,,,,,19/06/2012
1525,5013.014998,4999.780584,100.348135,PF_D4_9_R37,,,,,,,,,,,,19/06/2012
1526,5012.99686,4999.870887,100.316054,PF_D4_9_HB337,,,,,,,,,,,,19/06/2012
1527,5013.044874,4999.729608,100.325972,PF_D4_9_HB338,,,,,,,,,,,,19/06/2012
1528,5013.687349,4999.815658,100.343229,EL_D4_9_N,,,,,,,,,,,,19/06/2012
1529,5013.05634,5000.439273,100.33422,EL_D4_9_E,,,,,,,,,,,,19/06/2012
1530,5012.342904,4999.789795,100.355428,EL_D4_9_S,,,,,,,,,,,,19/06/2012
1531,5012.939114,4999.142269,100.331077,EL_D4_9_W,,,,,,,,,,,,19/06/2012
1532,5012.965837,4999.824994,100.328578,EL_D4_9_C,,,,,,,,,,,,19/06/2012
1533,5011.522183,4999.212342,100.30078,EL_B3_10_N,,,,,,,,,,,,19/06/2012
1534,5010.860138,4999.901644,100.252849,EL_B3_10_E,,,,,,,,,,,,19/06/2012
1535,5010.861929,4999.903854,100.250836,EL_B3_10_S,,,,,,,,,,,,19/06/2012
1536,5010.859224,4999.257629,100.309529,EL_B3_10_S,,,,,,,,,,,,19/06/2012
1537,5011.205563,4998.891379,100.29936,EL_B3_10_W,,,,,,,,,,,,19/06/2012
1538,5011.218519,4999.292836,100.289773,EL_B3_10_C,,,,,,,,,,,,19/06/2012
1473,5010.738244,4985.48866,100.503146,CHECK 220612,,,,,,,,,,,,22/06/2012
1474,5010.924138,5000.093376,100.269239,PF_C2_10_L112,,,,,,,,,,,,22/06/2012
1475,5012.441268,4999.788525,100.301344,PF_D4_10_HB368,,,,,,,,,,,,22/06/2012
1476,5012.679647,5000.070633,100.326694,PF_D4_10_R36,,,,,,,,,,,,22/06/2012
1477,5012.609041,5000.055793,100.332773,PF_D4_10_R36,,,,,,,,,,,,22/06/2012
1478,5012.686047,4999.975968,100.329542,PF_D4_10_R36,,,,,,,,,,,,22/06/2012
1479,5012.672261,5000.043441,100.318384,PF_D4_10_R36,,,,,,,,,,,,22/06/2012
1480,5012.255186,5001.773377,100.265321,PF_E2_9_C14X32,,,,,,,,,,,,22/06/2012
1481,5012.816518,5000.289597,100.348878,PF_D3_9_R35,,,,,,,,,,,,22/06/2012
1482,5012.759186,5000.318655,100.342416,PF_D3_9_R35,,,,,,,,,,,,22/06/2012
1483,5012.713799,5000.240759,100.346781,PF_D3_9_R35,,,,,,,,,,,,22/06/2012
1484,5012.732178,5000.22537,100.345803,PF_D3_9_R35,,,,,,,,,,,,22/06/2012
1485,5012.778476,5000.303546,100.38585,PF_D3_9_R35,,,,,,,,,,,,22/06/2012
1486,5012.702451,5000.053989,100.339241,PF_D4_9_R36,,,,,,,,,,,,22/06/2012
1487,5012.623104,5000.024665,100.33531,PF_D4_9_R36,,,,,,,,,,,,22/06/2012
1488,5012.656419,4999.960167,100.339973,PF_D4_9_R36,,,,,,,,,,,,22/06/2012
1489,5012.711503,4999.96767,100.343301,PF_D4_9_R36,,,,,,,,,,,,22/06/2012
1490,5012.685138,5000.006801,100.369542,PF_D4_9_R36,,,,,,,,,,,,22/06/2012
1491,5012.257947,5001.242917,100.309873,EL_D2_9_N,,,,,,,,,,,,22/06/2012
1492,5011.513426,5000.569138,100.305839,EL_D2_9_W,,,,,,,,,,,,22/06/2012
1493,5011.639044,5001.183325,100.281084,EL_D2_9_C,,,,,,,,,,,,22/06/2012
1494,5011.699464,5001.871917,100.306352,EL_D2_9_E,,,,,,,,,,,,22/06/2012
1495,5011.289405,5001.084227,100.273943,EL_D2_9_S,,,,,,,,,,,,22/06/2012
1496,5014.379297,5000.459531,100.303277,EL_E4_9_N,,,,,,,,,,,,22/06/2012
1497,5013.805744,5001.125884,100.30157,EL_E4_9_E,,,,,,,,,,,,22/06/2012
1498,5013.060957,5000.439775,100.336338,EL_E4_9_S,,,,,,,,,,,,22/06/2012
1499,5013.68429,4999.824522,100.339085,EL_E4_9_W,,,,,,,,,,,,22/06/2012
1500,5013.774371,5000.499875,100.331243,EL_E4_9_C,,,,,,,,,,,,22/06/2012
1501,5013.333515,5000.441748,100.331118,PF_E4_9A_SF17,,,,,,,,,,,,22/06/2012
1502,5013.593004,5000.411368,100.332428,PF_E4_9A_SF17,,,,,,,,,,,,22/06/2012
1503,5013.643718,5000.59556,100.315415,PF_E4_9A_SF17,,,,,,,,,,,,22/06/2012
1504,5013.450168,5000.676644,100.30924,PF_E4_9A_SF17,,,,,,,,,,,,22/06/2012
1505,5011.678408,5001.012867,100.27992,PF_D2_9_HB336,,,,,,,,,,,,22/06/2012
1506,5011.732169,5001.038031,100.27893,PF_D2_9_HB336,,,,,,,,,,,,22/06/2012
1507,5011.712187,5000.959043,100.282134,PF_D2_9_HB336,,,,,,,,,,,,22/06/2012
1508,5011.635393,5000.983766,100.286667,PF_D2_9_HB336,,,,,,,,,,,,22/06/2012
1509,5011.658046,5001.060827,100.277056,PF_D2_9_HB336,,,,,,,,,,,,22/06/2012
1510,5012.917883,4999.666577,100.35978,PF_D4_9_R30,,,,,,,,,,,,22/06/2012
1511,5013.068416,4999.774359,100.434461,PF_D4_9_R30,,,,,,,,,,,,22/06/2012
1512,5013.00789,4999.863052,100.451727,PF_D4_9_R30,,,,,,,,,,,,22/06/2012
1513,5012.880463,4999.80735,100.342981,PF_D4_9_R30,,,,,,,,,,,,22/06/2012
1514,5012.828206,4999.761867,100.339019,PF_D4_9_R30,,,,,,,,,,,,22/06/2012
1515,5012.992109,4999.839042,100.406995,PF_D4_9_C14X31,,,,,,,,,,,,22/06/2012
1516,5013.004207,4999.447715,100.337606,PF_D4_9_R31,,,,,,,,,,,,22/06/2012
1517,5013.027248,4999.4145,100.334072,PF_D4_9_R31,,,,,,,,,,,,22/06/2012
1518,5013.108423,4999.494078,100.323929,PF_D4_9_R31,,,,,,,,,,,,22/06/2012
1519,5013.05546,4999.53658,100.31749,PF_D4_9_R31,,,,,,,,,,,,22/06/2012
1520,5012.969588,4999.469543,100.335325,PF_D4_9_R31,,,,,,,,,,,,22/06/2012
1521,5012.991416,4999.782293,100.393952,PF_D4_9_R37,,,,,,,,,,,,22/06/2012
1522,5013.043724,4999.774904,100.364638,PF_D4_9_R37,,,,,,,,,,,,22/06/2012
1523,5013.037125,4999.803651,100.36751,PF_D4_9_R37,,,,,,,,,,,,22/06/2012
1524,5012.991429,4999.802616,100.390294,PF_D4_9_R37,,,,,,,,,,,,22/06/2012
1525,5013.014998,4999.780584,100.348135,PF_D4_9_R37,,,,,,,,,,,,22/06/2012
1526,5012.99686,4999.870887,100.316054,PF_D4_9_HB337,,,,,,,,,,,,22/06/2012
1527,5013.044874,4999.729608,100.325972,PF_D4_9_HB338,,,,,,,,,,,,22/06/2012
1528,5013.687349,4999.815658,100.343229,EL_D4_9_N,,,,,,,,,,,,22/06/2012
1529,5013.05634,5000.439273,100.33422,EL_D4_9_E,,,,,,,,,,,,22/06/2012
1530,5012.342904,4999.789795,100.355428,EL_D4_9_S,,,,,,,,,,,,22/06/2012
1531,5012.939114,4999.142269,100.331077,EL_D4_9_W,,,,,,,,,,,,22/06/2012
1532,5012.965837,4999.824994,100.328578,EL_D4_9_C,,,,,,,,,,,,22/06/2012
1533,5011.522183,4999.212342,100.30078,EL_B3_10_N,,,,,,,,,,,,22/06/2012
1534,5010.860138,4999.901644,100.252849,EL_B3_10_E,,,,,,,,,,,,22/06/2012
1535,5010.861929,4999.903854,100.250836,EL_B3_10_S,,,,,,,,,,,,22/06/2012
1536,5010.859224,4999.257629,100.309529,EL_B3_10_S,,,,,,,,,,,,22/06/2012
1537,5011.205563,4998.891379,100.29936,EL_B3_10_W,,,,,,,,,,,,22/06/2012
1538,5011.218519,4999.292836,100.289773,EL_B3_10_C,,,,,,,,,,,,22/06/2012
1539,5010.85215,5000.239008,100.245368,PF_C2_10_L113,,,,,,,,,,,,22/06/2012
1540,5011.076089,5000.538519,100.285416,PF_C2_10_L114,,,,,,,,,,,,22/06/2012
1541,5012.430742,5001.746228,100.302548,PF_E2_9_HM34,,,,,,,,,,,,22/06/2012
1542,5010.903829,5000.505973,100.279705,PF_C2_10_HM35,,,,,,,,,,,,22/06/2012
1543,5012.976865,4999.790748,100.279713,PF_D4_10_HB369,,,,,,,,,,,,22/06/2012
1544,5012.928132,4999.844706,100.280819,PF_D4_10_HB370,,,,,,,,,,,,22/06/2012
1545,5012.828653,5000.000182,100.29303,PF_D4_10_HB371,,,,,,,,,,,,22/06/2012
1546,5012.97233,4999.934473,100.29332,PF_D4_10_C14X33,,,,,,,,,,,,22/06/2012
1547,5011.297523,5000.524943,100.273492,PF_C2_10_HM36,,,,,,,,,,,,22/06/2012
1548,5012.459558,5002.011496,100.385194,PF_E2_9_L115,,,,,,,,,,,,22/06/2012
1549,5011.401998,5000.491404,100.288367,PF_C2_10_HM37,,,,,,,,,,,,22/06/2012
1550,5013.142694,4999.768529,100.263886,PF_D4_10_HB372,,,,,,,,,,,,22/06/2012
1551,5012.428858,5002.115953,100.433575,PF_E2_9_HB373,,,,,,,,,,,,22/06/2012
1552,5012.275416,5002.072535,100.395282,PF_E2_9_HB373,,,,,,,,,,,,22/06/2012
1553,5012.624851,5002.131552,100.438829,PF_E2_9_HB374,,,,,,,,,,,,22/06/2012
1554,5012.584233,5002.171376,100.363735,PF_E2_9_HB374,,,,,,,,,,,,22/06/2012
1555,5011.403282,5000.783772,100.294942,PF_C2_10_HB375,,,,,,,,,,,,22/06/2012
1556,5011.296477,5000.855648,100.217527,PF_C2_10_HB375,,,,,,,,,,,,22/06/2012
1557,5011.533761,5000.541036,100.24597,EL_C2_10_N,,,,,,,,,,,,22/06/2012
1558,5011.184217,5000.974119,100.204866,EL_C2_10_E,,,,,,,,,,,,22/06/2012
1559,5010.537388,5000.362557,100.234258,EL_C2_10_S,,,,,,,,,,,,22/06/2012
1560,5010.854502,4999.950072,100.259269,EL_C2_10_W,,,,,,,,,,,,22/06/2012
1561,5010.936815,5000.442046,100.242535,EL_C2_10_C,,,,,,,,,,,,22/06/2012
1562,5013.245991,4999.669121,100.277204,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1563,5013.339453,4999.64583,100.284463,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1564,5013.442587,4999.742591,100.276216,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1565,5013.500945,4999.861609,100.294253,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1566,5013.364208,4999.850201,100.264064,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1567,5013.245124,4999.794614,100.266236,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1568,5013.376581,4999.769742,100.247231,PF_D4_10_R33,,,,,,,,,,,,22/06/2012
1569,5011.40711,4999.412056,100.336623,PF_C3_10_HB376,,,,,,,,,,,,22/06/2012
1570,5011.875504,4999.513897,100.313594,PF_C3_10_L116,,,,,,,,,,,,22/06/2012
1571,5012.565026,5001.899668,100.359148,PF_E2_9_HB377,,,,,,,,,,,,22/06/2012
1572,5012.598836,5001.867121,100.374492,PF_E2_9_HB378,,,,,,,,,,,,22/06/2012
1573,5011.621198,4999.292983,100.280342,PF_C3_10_HB379,,,,,,,,,,,,22/06/2012
1574,5011.486473,4999.348348,100.334989,PF_C3_10_HB380,,,,,,,,,,,,22/06/2012
1575,5012.391206,5001.880935,100.280913,PF_E2_9_HB381,,,,,,,,,,,,22/06/2012
1576,5012.873349,5000.274409,100.288618,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1577,5013.075807,5000.381797,100.295737,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1578,5013.115574,5000.079705,100.284125,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1579,5013.130851,4999.80454,100.278555,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1580,5013.155579,4999.582509,100.265495,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1581,5013.253632,4999.42401,100.261248,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1582,5013.144958,4999.30403,100.265981,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1583,5013.010541,4999.51578,100.274303,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1584,5012.946949,4999.717169,100.274887,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1585,5012.923161,4999.901417,100.276874,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1586,5012.893801,5000.0983,100.279006,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1587,5013.027729,5000.364758,100.191354,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1588,5012.96738,5000.302235,100.194944,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1589,5013.041874,5000.133525,100.195194,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1590,5012.956782,5000.107116,100.222285,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1591,5013.062269,4999.930397,100.203297,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1592,5012.984878,4999.884025,100.195305,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1593,5013.043404,4999.597339,100.217861,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1594,5013.116026,4999.553077,100.221627,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1595,5013.110536,4999.388471,100.231811,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1596,5013.181213,4999.34069,100.255148,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1597,5013.229048,4999.413631,100.239433,PF_D4_10A_SF19,,,,,,,,,,,,22/06/2012
1598,5012.684183,5001.625922,100.382412,PF_E2_9_HB382,,,,,,,,,,,,22/06/2012
1599,5012.708907,5001.646775,100.366939,PF_E2_9_HB383,,,,,,,,,,,,22/06/2012
1600,5013.659102,4999.790404,100.281795,EL_D4_10_N,,,,,,,,,,,,22/06/2012
1601,5013.039438,5000.419913,100.296745,EL_D4_10_E,,,,,,,,,,,,22/06/2012
1602,5012.320573,4999.786748,100.303202,EL_D4_10_S,,,,,,,,,,,,22/06/2012
1603,5012.927485,4999.122597,100.272581,EL_D4_10_W,,,,,,,,,,,,22/06/2012
1604,5012.89876,4999.772177,100.277792,EL_D4_10_C,,,,,,,,,,,,22/06/2012
1605,5012.836403,4999.486073,100.325181,PF_D4_10_R32,,,,,,,,,,,,22/06/2012
1606,5012.681308,4999.449835,100.293197,PF_D4_10_R32,,,,,,,,,,,,22/06/2012
1607,5012.698133,4999.37242,100.271295,PF_D4_10_R32,,,,,,,,,,,,22/06/2012
1608,5012.851575,4999.398804,100.282741,PF_D4_10_R32,,,,,,,,,,,,22/06/2012
1609,5012.735978,4999.408025,100.253349,PF_D4_10_R32,,,,,,,,,,,,22/06/2012
1610,5011.380423,5000.020645,100.27759,PF_C3_10_HB384,,,,,,,,,,,,22/06/2012
1611,5011.379299,4999.992813,100.276098,PF_C3_10_HB385,,,,,,,,,,,,22/06/2012
1612,5011.281215,4999.905418,100.276538,PF_C3_10_HB386,,,,,,,,,,,,22/06/2012
1613,5012.041234,4999.647729,100.347996,PF_C3_10_HB387,,,,,,,,,,,,22/06/2012
1614,5011.988245,4999.564307,100.301169,PF_C3_10_HB387,,,,,,,,,,,,22/06/2012
1615,5011.952791,4999.693611,100.300712,PF_C3_10_HB388,,,,,,,,,,,,22/06/2012
1616,5013.68415,4999.91594,100.306357,PF_E4_10_L117,,,,,,,,,,,,22/06/2012
1617,5011.894582,4999.959118,100.293145,PF_C3_10_L118,,,,,,,,,,,,22/06/2012
1618,5013.441973,5000.093948,100.288422,PF_E4_10_HB389,,,,,,,,,,,,22/06/2012
1619,5012.064351,5002.149418,100.323644,PF_E2_9_HB390,,,,,,,,,,,,22/06/2012
1620,5011.99924,4999.713854,100.327702,PF_C3_10_HB391,,,,,,,,,,,,22/06/2012
1621,5012.032578,4999.729311,100.321568,PF_C3_10_HB392,,,,,,,,,,,,22/06/2012
1622,5013.338824,5000.477391,100.300034,PF_E4_10_L119,,,,,,,,,,,,22/06/2012
1623,5013.569783,5000.192312,100.283962,PF_E4_10_HB393,,,,,,,,,,,,22/06/2012
1624,5011.451283,5000.378769,100.26763,PF_C3_10_O2,,,,,,,,,,,,22/06/2012
1625,5013.604987,5000.65942,100.296757,PF_E4_10_C14X32,,,,,,,,,,,,22/06/2012
1626,5015.118252,4999.671259,100.767659,SL_E5_1_N,,,,,,,,,,,,22/06/2012
1627,5014.454674,5000.350331,100.665366,SL_E5_1_E,,,,,,,,,,,,22/06/2012
1628,5013.728622,4999.750995,100.660272,SL_E5_1_S,,,,,,,,,,,,22/06/2012
1629,5014.376519,4999.043656,100.739667,SL_E5_1_W,,,,,,,,,,,,22/06/2012
1630,5014.425439,4999.695163,100.711853,SL_E5_1_C,,,,,,,,,,,,22/06/2012
1631,5014.376231,4999.028266,100.742476,SL_D5_1_N,,,,,,,,,,,,22/06/2012
1632,5013.723017,4999.733321,100.667266,SL_D5_1_E,,,,,,,,,,,,22/06/2012
1633,5012.982516,4999.08177,100.681938,SL_D5_1_S,,,,,,,,,,,,22/06/2012
1634,5013.645778,4998.373414,100.757407,SL_D5_1_W,,,,,,,,,,,,22/06/2012
1635,5013.743691,4999.032455,100.73043,SL_D5_1_C,,,,,,,,,,,,22/06/2012
1636,5013.637532,4998.359237,100.75778,SL_C5_1_N,,,,,,,,,,,,22/06/2012
1637,5012.976581,4999.081839,100.678574,SL_C5_1_E,,,,,,,,,,,,22/06/2012
1638,5012.319322,4998.44044,100.673977,SL_C5_1_S,,,,,,,,,,,,22/06/2012
1639,5012.931256,4997.716366,100.779781,SL_C5_1_W,,,,,,,,,,,,22/06/2012
1640,5013.006017,4998.425207,100.734259,SL_C5_1_C,,,,,,,,,,,,22/06/2012
1641,5010.773969,5000.402137,100.275339,PF_C2_10_HB396,,,,,,,,,,,,22/06/2012
1642,5010.775517,5000.510971,100.302093,PF_C2_10_HB396,,,,,,,,,,,,22/06/2012
1643,5010.86384,5000.494603,100.280777,PF_C2_10_HB396,,,,,,,,,,,,22/06/2012
1644,5010.839984,5000.42,100.269254,PF_C2_10_HB396,,,,,,,,,,,,22/06/2012
1645,5012.61214,5000.192579,100.293101,PF_D3_10_HB397,,,,,,,,,,,,22/06/2012
1646,5012.493362,5000.288397,100.297644,PF_D3_10_HB398,,,,,,,,,,,,22/06/2012
