Name,Northing,Easting,Elevation,Description,Description_2,Square,Spit,Plotted_Find,PF,Number,,,
750,5011.390614,5000.440888,100.462933,PF_C3_6_HB149,Plotted Finds,C3,6,Human Bone,HB,149,,,
751,5011.443391,5000.402804,100.450014,PF_C3_6_HB149,Plotted Finds,C3,6,Human Bone,HB,149,,,
752,5011.384486,5000.35978,100.463123,PF_C3_6_HB149,Plotted Finds,C3,6,Human Bone,HB,149,,,
753,5011.817943,5000.84167,100.471967,PF_D2_6_HB150,Plotted Finds,D2,6,Human Bone,HB,150,,,
754,5011.734824,5000.82682,100.468211,PF_D2_6_HB150,Plotted Finds,D2,6,Human Bone,HB,150,,,
756,5012.614552,5000.455948,100.483638,PF_D3_6_HB151,Plotted Finds,D3,6,Human Bone,HB,151,,,
757,5011.675512,5000.691865,100.433902,PF_D2_6_HB152,Plotted Finds,D2,6,Human Bone,HB,152,,,
775,5012.102659,5001.502754,100.478893,PF_E2_6_HB173,Plotted Finds,E2,6,Human Bone,HB,173,,,
776,5012.126954,5001.51759,100.476004,PF_E2_6_HB174,Plotted Finds,E2,6,Human Bone,HB,174,,,
777,5012.149603,5001.522589,100.470842,PF_E2_6_HB175,Plotted Finds,E2,6,Human Bone,HB,175,,,
778,5012.180075,5001.539913,100.470218,PF_E2_6_HB176,Plotted Finds,E2,6,Human Bone,HB,176,,,
787,5010.871067,5000.043054,100.409254,PF_C2_6_HB153,Plotted Finds,C2,6,Human Bone,HB,153,,,
793,5010.981968,5000.440788,100.431476,PF_C2_6_HB154,Plotted Finds,C2,6,Human Bone,HB,154,,,
794,5010.901841,5000.359774,100.428621,PF_C2_6_HB154,Plotted Finds,C2,6,Human Bone,HB,154,,,
795,5012.649475,5000.695566,100.474033,PF_D3_6_HB155,Plotted Finds,D3,6,Human Bone,HB,155,,,
797,5011.736361,5000.504519,100.516913,PF_D3_6_HB156,Plotted Finds,D3,6,Human Bone,HB,156,,,
798,5011.702338,5000.481501,100.527199,PF_D3_6_HB156,Plotted Finds,D3,6,Human Bone,HB,156,,,
799,5011.740455,5000.412563,100.52211,PF_D3_6_HB156,Plotted Finds,D3,6,Human Bone,HB,156,,,
800,5011.784499,5000.455074,100.548661,PF_D3_6_HB156,Plotted Finds,D3,6,Human Bone,HB,156,,,
801,5011.769411,5000.517964,100.45671,PF_D3_6_HB157,Plotted Finds,D3,6,Human Bone,HB,157,,,
802,5012.406275,5001.679674,100.47726,PF_E2_6_HB158,Plotted Finds,E2,6,Human Bone,HB,158,,,
803,5011.021179,5000.358786,100.414186,PF_C2_6_HB159,Plotted Finds,C2,6,Human Bone,HB,159,,,
804,5012.347605,5001.715807,100.475479,PF_E2_6_HB160,Plotted Finds,E2,6,Human Bone,HB,160,,,
813,5011.351917,5000.869692,100.492382,PF_C2_6_HB161,Plotted Finds,C2,6,Human Bone,HB,161,,,
814,5011.258894,5000.807624,100.498312,PF_C2_6_HB161,Plotted Finds,C2,6,Human Bone,HB,161,,,
822,5011.334892,5000.577371,100.422798,PF_C2_6_HB162,Plotted Finds,C2,6,Human Bone,HB,162,,,
824,5012.711845,5001.821661,100.457446,PF_E2_6_HB163,Plotted Finds,E2,6,Human Bone,HB,163,,,
840,5012.709376,5001.727174,100.438715,PF_E2_6_HB164,Plotted Finds,E2,6,Human Bone,HB,164,,,
841,5012.807019,5001.808409,100.434035,PF_E2_6_HB165,Plotted Finds,E2,6,Human Bone,HB,165,,,
842,5012.596653,5002.282886,100.419252,PF_E2_6_HB166,Plotted Finds,E2,6,Human Bone,HB,166,,,
843,5012.664032,5002.283084,100.428563,PF_E2_6_HB167,Plotted Finds,E2,6,Human Bone,HB,167,,,
844,5011.93241,5001.651894,100.418614,PF_E2_6_HB168,Plotted Finds,E2,6,Human Bone,HB,168,,,
845,5011.934919,5001.552864,100.446697,PF_E2_6_HB169,Plotted Finds,E2,6,Human Bone,HB,169,,,
846,5012.065195,5001.56529,100.447037,PF_E2_6_HB169,Plotted Finds,E2,6,Human Bone,HB,169,,,
847,5012.043671,5001.498601,100.451226,PF_E2_6_HB170,Plotted Finds,E2,6,Human Bone,HB,170,,,
848,5012.339276,5001.68003,100.457309,PF_E2_6_HB170,Plotted Finds,E2,6,Human Bone,HB,170,,,
849,5012.40138,5001.640981,100.462828,PF_E2_6_HB171,Plotted Finds,E2,6,Human Bone,HB,171,,,
850,5012.326329,5001.642342,100.459531,PF_E2_6_HB171,Plotted Finds,E2,6,Human Bone,HB,171,,,
851,5012.166869,5001.624524,100.448262,PF_E2_6_HB172,Plotted Finds,E2,6,Human Bone,HB,172,,,
857,5012.199587,5001.555475,100.46814,PF_E2_6_HB177,Plotted Finds,E2,6,Human Bone,HB,177,,,
858,5012.21849,5001.556561,100.4716,PF_E2_6_HB178,Plotted Finds,E2,6,Human Bone,HB,178,,,
859,5012.235205,5001.568721,100.47024,PF_E2_6_HB179,Plotted Finds,E2,6,Human Bone,HB,179,,,
860,5012.249645,5001.585823,100.465233,PF_E2_6_HB180,Plotted Finds,E2,6,Human Bone,HB,180,,,
861,5012.252817,5001.596491,100.466082,PF_E2_6_HB181,Plotted Finds,E2,6,Human Bone,HB,181,,,
862,5012.276137,5001.618289,100.461853,PF_E2_6_HB182,Plotted Finds,E2,6,Human Bone,HB,182,,,
863,5012.283744,5001.624183,100.462503,PF_E2_6_HB183,Plotted Finds,E2,6,Human Bone,HB,183,,,
864,5012.304656,5001.62798,100.46471,PF_E2_6_HB184,Plotted Finds,E2,6,Human Bone,HB,184,,,
865,5012.315527,5001.636667,100.473386,PF_E2_6_HB185,Plotted Finds,E2,6,Human Bone,HB,185,,,
866,5012.258641,5001.556907,100.450707,PF_E2_6_HB186,Plotted Finds,E2,6,Human Bone,HB,186,,,
867,5011.205085,4999.19748,100.465863,PF_B3_7_HB187,Plotted Finds,B3,7,Human Bone,HB,187,,,
868,5011.240855,4999.178274,100.468705,PF_B3_7_HB188,Plotted Finds,B3,7,Human Bone,HB,188,,,
869,5011.259117,4999.223198,100.438696,PF_B3_7_HB189,Plotted Finds,B3,7,Human Bone,HB,189,,,
870,5011.8651,5002.075193,100.397738,PF_E1_6_HB190,Plotted Finds,E1,6,Human Bone,HB,189,,,
874,5011.889451,4999.679229,100.493373,PF_C3_7_HB191,Plotted Finds,C3,7,Human Bone,HB,191,,,
875,5011.869951,4999.631663,100.497018,PF_C3_7_HB191,Plotted Finds,C3,7,Human Bone,HB,191,,,
876,5011.593865,4999.776298,100.464322,PF_C3_7_HB192,Plotted Finds,C3,7,Human Bone,HB,192,,,
878,5011.385355,4999.635589,100.43303,PF_C3_7_HB193,Plotted Finds,C3,7,Human Bone,HB,193,,,
879,5011.448411,4999.436159,100.437228,PF_C3_7_HB194,Plotted Finds,C3,7,Human Bone,HB,194,,,
880,5011.553949,4999.681439,100.44378,PF_C3_7_HB195,Plotted Finds,C3,7,Human Bone,HB,195,,,
882,5010.696847,4999.030552,100.46082,PF_B3_7_HB196,Plotted Finds,B3,7,Human Bone,HB,196,,,
883,5011.837321,4999.824185,100.433063,PF_C3_7_HB197,Plotted Finds,C3,7,Human Bone,HB,197,,,
890,5012.137604,4999.74429,100.471333,PF_C3_7_HB198,Plotted Finds,C3,7,Human Bone,HB,198,,,
901,5010.544059,5000.117723,100.360736,PF_B2_7_HB199,Plotted Finds,B2,7,Human Bone,HB,199,,,
902,5012.095492,4999.803855,100.425242,PF_C3_7_HB200,Plotted Finds,C3,7,Human Bone,HB,200,,,
903,5011.229472,4999.581794,100.390134,PF_C3_7_HB201,Plotted Finds,C3,7,Human Bone,HB,201,,,
904,5011.285892,4999.964669,100.383767,PF_C3_7_HB202,Plotted Finds,C3,7,Human Bone,HB,202,,,
905,5010.790983,4999.99986,100.380482,PF_B2_7_HB203,Plotted Finds,B2,7,Human Bone,HB,203,,,
906,5010.697223,5000.052959,100.372337,PF_B2_7_HB203,Plotted Finds,B2,7,Human Bone,HB,203,,,
907,5011.530745,4999.796383,100.412631,PF_C3_7_HB204,Plotted Finds,C3,7,Human Bone,HB,204,,,
908,5011.681209,4999.934411,100.417811,PF_C3_7_HB205,Plotted Finds,C3,7,Human Bone,HB,205,,,
915,5011.527381,4999.861337,100.408023,PF_C3_7_HB206,Plotted Finds,C3,7,Human Bone,HB,206,,,
916,5011.506338,5000.393353,100.381581,PF_C3_7_HB207,Plotted Finds,C3,7,Human Bone,HB,207,,,
923,5011.617904,5000.214102,100.392429,PF_C3_7_HB208,Plotted Finds,C3,7,Human Bone,HB,208,,,
924,5011.911998,4999.292442,100.489877,PF_C4_7_HB209,Plotted Finds,C4,7,Human Bone,HB,209,,,
925,5012.185763,4999.520406,100.495003,PF_C4_7_HB210,Plotted Finds,C4,7,Human Bone,HB,210,,,
926,5012.208315,4999.513749,100.464023,PF_C4_7_HB211,Plotted Finds,C4,7,Human Bone,HB,211,,,
927,5012.299888,4999.686719,100.449682,PF_C4_7_HB212,Plotted Finds,C4,7,Human Bone,HB,212,,,
936,5012.18915,4999.950792,100.461362,PF_D3_7_HB213,Plotted Finds,D3,7,Human Bone,HB,213,,,
937,5012.268287,4999.894059,100.460729,PF_D3_7_HB213,Plotted Finds,D3,7,Human Bone,HB,213,,,
942,5012.391067,4999.736823,100.461855,PF_D4_7_HB214,Plotted Finds,D4,5,Human Bone,HB,214,,,
945,5012.840425,4999.716391,100.462246,PF_D4_7_HB215,Plotted Finds,D4,7,Human Bone,HB,215,,,
946,5012.204268,4999.89559,100.445008,PF_D3_7_HB216,Plotted Finds,D3,7,Human Bone,HB,216,,,
947,5012.314981,4999.767364,100.467239,PF_D4_7_HB217,Plotted Finds,D4,7,Human Bone,HB,217,,,
957,5011.143476,5000.355516,100.367833,PF_C2_7_HB218,Plotted Finds,C2,7,Human Bone,HB,218,,,
958,5012.395062,4999.884625,100.4578,PF_D4_7_HB219,Plotted Finds,D4,7,Human Bone,HB,219,,,
960,5012.279929,4999.817987,100.44003,PF_D3_7_HB220,Plotted Finds,D3,7,Human Bone,HB,220,,,
962,5012.196803,5000.059609,100.415271,PF_D3_7_HB221,Plotted Finds,D3,7,Human Bone,HB,221,,,
969,5012.540028,5000.401935,100.474523,PF_D3_7_HB222,Plotted Finds,D3,7,Human Bone,HB,222,,,
971,5012.508833,5000.34044,100.454052,PF_D3_7_HB223,Plotted Finds,D3,7,Human Bone,HB,223,,,
972,5012.609538,5000.371937,100.458543,PF_D3_7_HB223,Plotted Finds,D3,7,Human Bone,HB,223,,,
1000,5012.412362,5001.007946,100.434267,PF_D3_7_HB224,Plotted Finds,D3,7,Human Bone,HB,224,,,
1001,5012.654957,5000.655714,100.43947,PF_D3_7_HB225,Plotted Finds,D3,7,Human Bone,HB,225,,,
1014,5012.736349,5000.544295,100.441159,PF_D3_7_HB226,Plotted Finds,D3,7,Human Bone,HB,226,,,
1015,5012.793701,5000.564686,100.445586,PF_D3_7_HB226,Plotted Finds,D3,7,Human Bone,HB,226,,,
1032,5012.275801,5001.126293,100.416141,PF_D3_7_HB227,Plotted Finds,D3,7,Human Bone,HB,227,,,
1033,5012.334397,5001.158465,100.414089,PF_D3_7_HB228,Plotted Finds,D3,7,Human Bone,HB,228,,,
1034,5012.334397,5001.158465,100.414089,PF_D3_7_HB229,Plotted Finds,D3,7,Human Bone,HB,229,,,
1043,5011.473998,5000.759337,100.376248,PF_D2_7_HB230,Plotted Finds,D2,7,Human Bone,HB,230,,,
1045,5011.720244,5000.806932,100.429709,PF_D2_7_HB231,Plotted Finds,D2,7,Human Bone,HB,231,,,
1046,5011.707748,5000.806764,100.391761,PF_D2_7_HB231,Plotted Finds,D2,7,Human Bone,HB,231,,,
1047,5011.813326,5000.762267,100.385572,PF_D2_7_HB232,Plotted Finds,D2,7,Human Bone,HB,232,,,
1048,5011.822951,5000.792672,100.386226,PF_D2_7_HB233,Plotted Finds,D2,7,Human Bone,HB,233,,,
1049,5011.831552,5000.753408,100.373283,PF_D2_7_HB233,Plotted Finds,D2,7,Human Bone,HB,233,,,
1050,5011.442099,5000.714465,100.359389,PF_D2_7_HB234,Plotted Finds,D2,7,Human Bone,HB,234,,,
1051,5011.461129,5000.787797,100.356517,PF_D2_7_HB234,Plotted Finds,D2,7,Human Bone,HB,234,,,
1052,5011.527443,5000.653848,100.34775,PF_D2_7_HB235,Plotted Finds,D2,7,Human Bone,HB,235,,,
1061,5011.589284,5000.995752,100.388155,PF_D2_7_HB236,Plotted Finds,D2,7,Human Bone,HB,236,,,
1063,5011.523746,5001.423348,100.393769,PF_D2_7_HB237,Plotted Finds,D2,7,Human Bone,HB,237,,,
1064,5011.660064,5001.173805,100.37284,PF_D2_7_HB238,Plotted Finds,D2,7,Human Bone,HB,238,,,
1091,5011.636272,5001.515956,100.372981,PF_D2_7_HB239,Plotted Finds,D2,7,Human Bone,HB,239,,,
1092,5011.893159,5001.578585,100.388337,PF_D2_7_HB240,Plotted Finds,D2,7,Human Bone,HB,240,,,
1093,5011.726428,5001.898994,100.391007,PF_D2_7_HB241,Plotted Finds,D2,7,Human Bone,HB,241,,,
1099,5011.81762,4999.316752,100.425175,PF_C4_8_HB242,Plotted Finds,C4,8,Human Bone,HB,242,,,
1100,5011.85634,4999.121968,100.441178,PF_C4_8_HB243,Plotted Finds,C4,8,Human Bone,HB,243,,,
1101,5011.905317,4999.114698,100.447914,PF_C4_8_HB244,Plotted Finds,C4,8,Human Bone,HB,244,,,
1102,5011.737678,4999.071085,100.380448,PF_C4_8_HB245,Plotted Finds,C4,8,Human Bone,HB,245,,,
1103,5011.972123,5001.633434,100.468107,PF_E2_7_HB246,Plotted Finds,E2,7,Human Bone,HB,246,,,
1104,5012.046824,5001.674855,100.395216,PF_E2_7_HB246,Plotted Finds,E2,7,Human Bone,HB,246,,,
1105,5012.541588,5001.537469,100.421508,PF_E2_7_HB247,Plotted Finds,E2,7,Human Bone,HB,247,,,
1106,5012.33562,5001.600087,100.425927,PF_E2_7_HB248,Plotted Finds,E2,7,Human Bone,HB,248,,,
1107,5012.402007,5001.591954,100.419727,PF_E2_7_HB248,Plotted Finds,E2,7,Human Bone,HB,248,,Check on these two.,
1108,5012.411905,5001.594373,100.421897,PF_E2_7_HB249,Plotted Finds,E2,7,Human Bone,HB,249,,,
1109,5012.407584,5001.61844,100.424562,PF_E2_7_HB250,Plotted Finds,E2,7,Human Bone,HB,250,,,
1110,5012.341392,5001.634525,100.429726,PF_E2_7_HB250,Plotted Finds,E2,7,Human Bone,HB,250,,,
1111,5012.305038,5001.647213,100.428613,PF_E2_7_HB251,Plotted Finds,E2,7,Human Bone,HB,251,,,
1112,5011.942125,4999.346095,100.430453,PF_C4_8_HB252,Plotted Finds,C4,8,Human Bone,HB,252,,,
1113,5012.327982,5001.586398,100.421164,PF_E2_7_HB253,Plotted Finds,E2,7,Human Bone,HB,253,,,
1137,5011.175528,4998.925776,100.403582,PF_B3_8_HB254,Plotted Finds,B3,8,Human Bone,HB,254,,,
1138,5011.214575,4998.88443,100.410613,PF_B3_8_HB254,Plotted Finds,B3,8,Human Bone,HB,254,,,
1140,5012.303491,5001.519679,100.420456,PF_E2_7_HB255,Plotted Finds,E2,7,Human Bone,HB,255,,,
1141,5012.341992,5001.595328,100.430113,PF_E2_7_HB256,Plotted Finds,E2,7,Human Bone,HB,256,,,
1142,5012.324361,5001.59328,100.420507,PF_E2_7_HB257,Plotted Finds,E2,7,Human Bone,HB,257,,,
1143,5012.3713,5001.600484,100.425183,PF_E2_7_HB258,Plotted Finds,E2,7,Human Bone,HB,258,,,
1144,5012.365685,5001.615997,100.421958,PF_E2_7_HB259,Plotted Finds,E2,7,Human Bone,HB,259,,,
1145,5012.412162,5001.593155,100.427011,PF_E2_7_HB260,Plotted Finds,E2,7,Human Bone,HB,260,,,
1146,5012.413486,5001.62078,100.428185,PF_E2_7_HB261,Plotted Finds,E2,7,Human Bone,HB,261,,,
1147,5012.441792,5001.584141,100.429232,PF_E2_7_HB262,Plotted Finds,E2,7,Human Bone,HB,262,,,
1148,5012.396274,5001.715854,100.403685,PF_E2_7_HB263,Plotted Finds,E2,7,Human Bone,HB,263,,,
1150,5012.374801,5001.631913,100.419408,PF_E2_7_HB264,Plotted Finds,E2,7,Human Bone,HB,264,,,
1151,5012.405125,5001.635112,100.417002,PF_E2_7_HB265,Plotted Finds,E2,7,Human Bone,HB,265,,,
1152,5012.419286,5001.630302,100.408416,PF_E2_7_HB266,Plotted Finds,E2,7,Human Bone,HB,266,,,
1153,5012.430678,5001.638129,100.399776,PF_E2_7_HB267,Plotted Finds,E2,7,Human Bone,HB,267,,,
1158,5012.031009,4999.693456,100.400301,PF_C3_8_HB268,Plotted Finds,C3,8,Human Bone,HB,268,,,
1160,5012.372603,5001.61611,100.405112,PF_E2_7_HB269,Plotted Finds,E2,7,Human Bone,HB,269,,,
1161,5012.368706,5001.631198,100.405294,PF_E2_7_HB270,Plotted Finds,E2,7,Human Bone,HB,270,,,
1162,5012.384938,5001.634169,100.402703,PF_E2_7_HB271,Plotted Finds,E2,7,Human Bone,HB,271,,,
1163,5012.386805,5001.647365,100.403331,PF_E2_7_HB272,Plotted Finds,E2,7,Human Bone,HB,272,,,
1164,5012.396232,5001.655539,100.4012,PF_E2_7_HB273,Plotted Finds,E2,7,Human Bone,HB,273,,,
1168,5012.371933,5001.659472,100.392957,PF_E2_7_HB274,Plotted Finds,E2,7,Human Bone,HB,274,,,
1169,5012.386248,5001.640197,100.387105,PF_E2_7_HB275,Plotted Finds,E2,7,Human Bone,HB,275,,,
1170,5011.650752,4999.951997,100.388733,PF_C3_8_HB276,Plotted Finds,C3,8,Human Bone,HB,276,,,
1171,5011.627513,4999.976887,100.386707,PF_C3_8_HB277,Plotted Finds,C3,8,Human Bone,HB,277,,,
1172,5011.621296,4999.929413,100.389403,PF_C3_8_HB278,Plotted Finds,C3,8,Human Bone,HB,278,,,
1173,5011.604807,4999.913027,100.391328,PF_C3_8_HB279,Plotted Finds,C3,8,Human Bone,HB,279,,,
1174,5011.604551,4999.839688,100.386849,PF_C3_8_HB280,Plotted Finds,C3,8,Human Bone,HB,280,,,
1175,5011.52548,4999.800517,100.388477,PF_C3_8_HB280,Plotted Finds,C3,8,Human Bone,HB,280,,,
1176,5011.517506,4999.841629,100.377275,PF_C3_8_HB281,Plotted Finds,C3,8,Human Bone,HB,281,,,
1177,5012.341004,5001.646109,100.383952,PF_E2_7_HB282,Plotted Finds,E2,7,Human Bone,HB,282,,,
1178,5012.320164,5001.625447,100.379199,PF_E2_7_HB283,Plotted Finds,E2,7,Human Bone,HB,283,,,
1186,5011.964507,5002.167779,100.361959,PF_E2_7_HB284,Plotted Finds,E2,7,Human Bone,HB,284,,,
1187,5011.471663,5000.310347,100.376462,PF_C3_8_HB285,Plotted Finds,C3,8,Human Bone,HB,285,,,
1229,5012.62119,5000.589535,100.397159,PF_D3_8_HB286,Plotted Finds,D3,8,Human Bone,HB,286,,,
1230,5012.348803,5001.181763,100.407063,PF_D3_8_HB287,Plotted Finds,D3,8,Human Bone,HB,287,,,
1231,5011.78725,5000.686001,100.362878,PF_D3_8_HB288,Plotted Finds,D3,8,Human Bone,HB,288,,,
1263,5011.960458,5001.540599,100.36524,PF_E2_8_HB289,Plotted Finds,E2,8,Human Bone,HB,289,,,
1264,5012.259212,5001.609571,100.366334,PF_E2_8_HB289,Plotted Finds,E2,8,Human Bone,HB,289,,,
1265,5011.927289,5001.568955,100.380157,PF_E2_8_HB290,Plotted Finds,E2,8,Human Bone,HB,290,,,
1266,5012.239914,5001.631977,100.379823,PF_E2_8_HB290,Plotted Finds,E2,8,Human Bone,HB,290,,,
1267,5012.299532,5001.606918,100.363927,PF_E2_8_HB291,Plotted Finds,E2,8,Human Bone,HB,291,,,
1268,5012.291059,5001.648347,100.367824,PF_E2_8_HB292,Plotted Finds,E2,8,Human Bone,HB,292,,,
1269,5012.311258,5001.664888,100.347341,PF_E2_8_HB293,Plotted Finds,E2,8,Human Bone,HB,293,,,
1270,5012.343941,5001.631338,100.374143,PF_E2_8_HB294,Plotted Finds,E2,8,Human Bone,HB,294,,,
1271,5012.342842,5001.625956,100.364863,PF_E2_8_HB295,Plotted Finds,E2,8,Human Bone,HB,295,,,
1272,5012.332755,5001.641692,100.363481,PF_E2_8_HB296,Plotted Finds,E2,8,Human Bone,HB,296,,,
1273,5012.29588,5001.624201,100.362519,PF_E2_8_HB297,Plotted Finds,E2,8,Human Bone,HB,297,,,
1274,5012.111554,5001.689676,100.364303,PF_E2_8_HB298,Plotted Finds,E2,8,Human Bone,HB,298,,,
1277,5012.280907,5001.647596,100.353617,PF_E2_8_HB299,Plotted Finds,E2,8,Human Bone,HB,299,,,
1278,5012.336963,5001.650171,100.347653,PF_E2_8_HB300,Plotted Finds,E2,8,Human Bone,HB,300,,,
1279,5012.298213,5001.627616,100.339357,PF_E2_8_HB301,Plotted Finds,E2,8,Human Bone,HB,301,,,
1281,5011.944948,5001.596208,100.356315,PF_E2_8_HB302,Plotted Finds,E2,8,Human Bone,HB,302,,,
1282,5012.222528,5001.695561,100.323958,PF_E2_8_HB302,Plotted Finds,E2,8,Human Bone,HB,302,,,
1283,5012.298488,5001.655067,100.334102,PF_E2_8_HB303,Plotted Finds,E2,8,Human Bone,HB,303,,,
1290,5010.924022,4999.721917,100.354439,PF_B3_9_HB304,Plotted Finds,B3,9,Human Bone,HB,304,,,
1306,5010.86761,4999.737056,100.354185,PF_B3_9_HB305,Plotted Finds,B3,9,Human Bone,HB,305,,,
1307,5011.462108,4999.122725,100.142819,PF_B3NWSEC_HB306,Plotted Finds,B3,,Human Bone,HB,306,,,
1308,5010.888157,4999.519734,100.318164,PF_B3_9_HB307,Plotted Finds,B3,9,Human Bone,HB,307,,,
1313,5010.920947,4999.763219,100.344076,PF_B3_9_HB308,Plotted Finds,B3,9,Human Bone,HB,308,,,
1314,5012.214106,4999.866845,100.346397,PF_C3_9_HB309,Plotted Finds,C3,9,Human Bone,HB,309,,,
1315,5011.616018,4999.341429,100.342197,PF_C3_9_HB310,Plotted Finds,C3,9,Human Bone,HB,310,,,
1316,5011.818955,4999.983616,100.373128,PF_C3_9_HB310,Plotted Finds,C3,9,Human Bone,HB,310,,,
1317,5010.87765,4999.876532,100.32859,PF_B3_9_HB311,Plotted Finds,B3,9,Human Bone,HB,311,,,
1320,5012.180548,4999.889018,100.354217,PF_C3_9_HB313,Plotted Finds,C3,9,Human Bone,HB,313,,,
1321,5010.434209,5000.110445,100.328169,PF_B2_9_HB314,Plotted Finds,B2,9,Human Bone,HB,314,,,
1323,5011.419688,5000.021083,100.348419,PF_C3_9_HB315,Plotted Finds,C3,9,Human Bone,HB,315,,,
1324,5010.620264,5000.133606,100.336617,PF_B2_9_HB316,Plotted Finds,B2,9,Human Bone,HB,316,,,
1325,5011.745472,4999.164362,100.342352,PF_C4_9_HB317,Plotted Finds,C4,9,Human Bone,HB,317,,,
1340,5011.454531,5000.277863,100.326109,PF_C3_9_HB318,Plotted Finds,C3,9,Human Bone,HB,318,,,
1341,5010.653391,5000.280056,100.332022,PF_C2_9_HB319,Plotted Finds,C2,9,Human Bone,HB,319,,,
1343,5010.874306,5000.389381,100.350679,PF_C2_9_HB320,Plotted Finds,C2,9,Human Bone,HB,320,,,
1357,5011.326384,5000.007169,100.334882,PF_C3_9_HB321,Plotted Finds,C3,9,Human Bone,HB,321,,,
1358,5011.27598,4999.98931,100.365392,PF_C3_9_HB322,Plotted Finds,C3,9,Human Bone,HB,322,,,
1359,5011.225913,4999.994563,100.3582,PF_C3_9_HB323,Plotted Finds,C3,9,Human Bone,HB,323,,,
1360,5011.059357,5000.547095,100.30137,PF_C2_9_HB324,Plotted Finds,C2,9,Human Bone,HB,324,,,
1367,5012.329221,5000.217096,100.354822,PF_D3_9_HB325,Plotted Finds,D3,9,Human Bone,HB,325,,,
1373,5012.364205,5000.303836,100.339209,PF_B3_9_HB326,Plotted Finds,B3,9,Human Bone,HB,326,,,
1375,5011.531478,5000.613705,100.342666,PF_D2_9_HB327,Plotted Finds,D2,9,Human Bone,HB,327,,,
1376,5011.462396,5000.824863,100.333197,PF_D2_9_HB328,Plotted Finds,D2,9,Human Bone,HB,328,,,
1377,5011.44239,5001.068073,100.33169,PF_D2_9_HB328,Plotted Finds,D2,9,Human Bone,HB,328,,,
1378,5011.383207,5000.726197,100.348969,PF_D2_9_HB329,Plotted Finds,D2,9,Human Bone,HB,329,,,
1379,5011.229256,5000.987216,100.272531,PF_D2_9_HB329,Plotted Finds,D2,9,Human Bone,HB,329,,,
1381,5011.956082,5000.89472,100.324532,PF_D3_9_HB330,Plotted Finds,D3,9,Human Bone,HB,330,,,
1384,5011.525418,5000.818043,100.338722,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,
1385,5011.432718,5001.057051,100.297532,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,
1396,5012.700098,5000.798802,100.334219,PF_D3_9_HB332,Plotted Finds,D3,9,Human Bone,HB,332,,,
1397,5012.352141,4999.975208,100.334436,PF_D3_9_HB333,Plotted Finds,D3,9,Human Bone,HB,333,,,
1400,5012.681798,5000.137479,100.355885,PF_D4_9_HB349,Plotted Finds,D4,9,Human Bone,HB,349,,,
1401,5012.76833,5000.221865,100.413537,PF_D4_9_HB334,Plotted Finds,D4,9,Human Bone,HB,334,,,
1402,5011.196151,5001.024064,100.225919,PF_D2_9_HB331,Plotted Finds,D2,9,Human Bone,HB,331,,,
1411,5013.149987,4999.746709,100.333327,PF_D4_9_HB335,Plotted Finds,D4,9,Human Bone,HB,335,,,
1505,5011.678408,5001.012867,100.27992,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,
1506,5011.732169,5001.038031,100.27893,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,
1507,5011.712187,5000.959043,100.282134,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,
1508,5011.635393,5000.983766,100.286667,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,
1509,5011.658046,5001.060827,100.277056,PF_D2_9_HB336,Plotted Finds,D2,9,Human Bone,HB,336,,,
1526,5012.99686,4999.870887,100.316054,PF_D4_9_HB337,Plotted Finds,D4,9,Human Bone,HB,337,,,
1527,5013.044874,4999.729608,100.325972,PF_D4_9_HB338,Plotted Finds,D4,9,Human Bone,HB,338,,,
102,5011.6604,4999.941852,100.77404,PF_C3_3_L1,Plotted Finds,C3,3,Lithic,L,1,,,
103,5011.986692,5000.007823,100.766916,PF_C3_3_L2,Plotted Finds,C3,3,Lithic,L,2,,,
104,5011.791605,5000.289575,100.75056,PF_C3_3_L3,Plotted Finds,C3,3,Lithic,L,3,,,
122,5010.780631,5000.176252,100.632148,PF_C3_2_L4,Plotted Finds,C3,2,Lithic,L,4,,,
158,5012.653761,5001.062185,100.657653,PF_E3_3_L6,Plotted Finds,E3,3,Lithic,L,6,,,
160,5012.305305,5001.897567,100.587473,PF_E2_3_L8,Plotted Finds,E2,3,Lithic,L,8,,,
185,5011.42668,5000.462239,100.581541,PF_C2_4_L8,Plotted Finds,C2,4,Lithic,L,8,,,
188,5011.014993,4999.203123,100.592541,PF_B3_4_L9,Plotted Finds,B3,4,Lithic,L,9,,,
194,5011.084941,4999.75144,100.619252,PF_C3_4_L10,Plotted Finds,C3,4,Lithic,L,10,,,
208,5011.576593,4999.595774,100.573253,PF_C3_4A_L11,Plotted Finds,C3,4A,Lithic,L,11,,,
223,5011.941546,4999.957264,100.919709,PF_C3_4_L12,Plotted Finds,C3,4,Lithic,L,12,,,
229,5011.982169,4999.566973,100.601702,PF_C3_4_L13,Plotted Finds,C3,4,Lithic,L,13,,,
