Name,Northing ,Easting ,Elevation,Description,,Date Taken
1866,5011.650247,5001.102371,100.26333,PF_D2_10_HB478,,23/06/2012
1867,5011.606903,5000.913004,100.343794,PF_D2_10_R43,,23/06/2012
1868,5011.663095,5000.945186,100.301389,PF_D2_10_R43,,23/06/2012
1869,5011.576077,5000.846591,100.291881,PF_D2_10_R43,,23/06/2012
1870,5011.64791,5000.87286,100.267562,PF_D2_10_R43,,23/06/2012
1871,5011.58213,5000.966836,100.300634,PF_D2_10_R43,,23/06/2012
1872,5011.582184,5000.968881,100.222747,PF_D2_10_R43,,23/06/2012
1873,5011.639456,5000.906821,100.233561,PF_D2_10_R43,,23/06/2012
1874,5012.821138,5001.454088,100.338184,PF_E3_10_HB479,,23/06/2012
1875,5012.794036,5001.38439,100.335966,PF_E3_10_HB479,,23/06/2012
1876,5011.473106,5000.903128,100.251038,PF_D2_10_HM49,,23/06/2012
1877,5011.160799,4998.866464,100.337115,EL_B3_9A_N,,23/06/2012
1878,5010.842836,4999.199877,100.363656,EL_B3_9A_E,,23/06/2012
1879,5010.524721,4998.861597,100.427839,EL_B3_9A_S,,23/06/2012
1880,5010.835035,4998.557519,100.359491,EL_B3_9A_W,,23/06/2012
1881,5011.514617,5000.274843,100.261107,PF_C3_11_HB480,,23/06/2012
1882,5011.66303,5001.064131,100.23968,PF_D2_10_HB481,,23/06/2012
1883,5011.519887,5000.964154,100.223438,PF_D2_10_HM50,,23/06/2012
1884,5011.372938,5000.237302,100.243234,PF_C3_11_HB482,,23/06/2012
1885,5011.491705,5000.26681,100.255752,PF_C3_11_HB483,,23/06/2012
1886,5011.478764,5000.307512,100.25825,PF_C3_11_HB484,,23/06/2012
1887,5012.723093,5000.974008,100.26252,PF_E3_10_HB485,,23/06/2012
1888,5011.433722,5000.167761,100.228872,PF_C3_11_HB486,,23/06/2012
1889,5011.521596,5000.404326,100.232306,PF_C3_11_HB487,,23/06/2012
1890,5011.543113,5000.403258,100.230264,PF_C3_11_HB488,,23/06/2012
1891,5012.705647,5001.261454,100.273642,PF_E3_10_HB489,,23/06/2012
1892,5011.281266,5001.086844,100.223088,PF_D2_10_HB490,,23/06/2012
1893,5011.443065,5000.936563,100.213258,PF_D2_10_HM51,,23/06/2012
1894,5012.833866,5001.443118,100.318383,PF_E3_10_HB491,,23/06/2012
1895,5012.714917,5001.268526,100.265253,PF_E3_10_HB492,,23/06/2012
1896,5012.813863,5001.32925,100.275834,PF_E3_10_HB493,,23/06/2012
1897,5011.011578,4999.959404,100.245492,PF_C3_11_HB494,,23/06/2012
1898,5010.960689,4999.936181,100.253835,PF_C3_11_HB495,,23/06/2012
1899,5011.165881,4998.879034,100.286763,EL_B3_10A_N,,23/06/2012
1900,5010.834618,4999.201889,100.319551,EL_B3_10A_E,,23/06/2012
1901,5010.601889,4998.783645,100.36713,EL_B3_10A_S,,23/06/2012
1902,5010.819492,4998.538694,100.340217,EL_B3_10A_W,,23/06/2012
1903,5011.461763,5001.260284,100.22419,PF_D2_10_L129,,23/06/2012
1904,5011.486301,5001.152907,100.220649,PF_D2_10_HM52,,23/06/2012
1905,5012.869808,5000.839153,100.260146,PF_E3_10_HB496,,23/06/2012
1906,5011.548125,5001.349882,100.210077,PF_D2_10_L130,,23/06/2012
1907,5012.154664,4999.766473,100.237842,EL_C3_11_N,,23/06/2012
1908,5011.598289,5000.498447,100.19925,EL_C3_11_E,,23/06/2012
1909,5010.896484,4999.911765,100.219047,EL_C3_11_S,,23/06/2012
1910,5011.582242,4999.250318,100.247167,EL_C3_11_W,,23/06/2012
1911,5011.615222,4999.890443,100.232766,EL_C3_11_C,,23/06/2012
1912,5011.393873,4999.642785,100.241603,PF_C3_11_SF24,,23/06/2012
1913,5011.453649,4999.650603,100.245126,PF_C3_11_SF24,,23/06/2012
1914,5011.472599,4999.700514,100.239223,PF_C3_11_SF24,,23/06/2012
1915,5011.430666,4999.753068,100.234126,PF_C3_11_SF24,,23/06/2012
1916,5011.381134,4999.694955,100.23575,PF_C3_11_SF24,,23/06/2012
1917,5011.475201,4999.789635,100.236995,PF_C3_11_SF25,,23/06/2012
1918,5011.528752,4999.803993,100.234008,PF_C3_11_SF25,,23/06/2012
1919,5011.553482,4999.860863,100.240577,PF_C3_11_SF25,,23/06/2012
1920,5011.541623,4999.874296,100.23315,PF_C3_11_SF25,,23/06/2012
1921,5011.459124,4999.849848,100.214478,PF_C3_11_SF25,,23/06/2012
1922,5011.656219,5000.134261,100.357962,PF_C3_11_R44,,23/06/2012
1923,5011.725075,5000.051518,100.388036,PF_C3_11_R44,,23/06/2012
1924,5011.785455,5000.133736,100.303739,PF_C3_11_R44,,23/06/2012
1925,5011.792987,5000.185362,100.233778,PF_C3_11_R44,,23/06/2012
1926,5011.718842,5000.130345,100.33604,PF_C3_11_R44,,23/06/2012
1927,5011.79415,5000.061172,100.243328,PF_C3_11_R45,,23/06/2012
1928,5011.73247,5000.016216,100.316369,PF_C3_11_R45,,23/06/2012
1929,5011.6877,4999.950357,100.290458,PF_C3_11_R45,,23/06/2012
1930,5011.619822,4999.978954,100.265701,PF_C3_11_R45,,23/06/2012
1931,5011.665434,5000.106821,100.252044,PF_C3_11_R45,,23/06/2012
1932,5011.682253,5000.009705,100.304889,PF_C3_11_R45,,23/06/2012
1933,5011.804732,5000.25006,100.246446,PF_C3_11_SH1,,23/06/2012
1934,5011.758085,5000.313286,100.2358,PF_C3_11_SH2,,23/06/2012
CP1,5016,5006,100.37,control point,,23/06/2012
TBM03,5020,5003,100.795,TBM03,,23/06/2012
