Name,Y,X,Z,Description,Date Taken
3939,5010.096476,5000.202599,98.213919,PF_B2_49_R69,19/07/2012
3940,5010.265568,5000.141995,98.216541,PF_B2_49_R69,19/07/2012
3941,5010.191565,5000.038673,98.211892,PF_B2_49_R69,19/07/2012
3942,5010.18821,5000.064629,98.314661,PF_B2_49_R69,19/07/2012
3943,5010.257072,5000.096758,98.304447,PF_B2_49_R69,19/07/2012
3944,5010.245016,5000.212092,98.309306,PF_B2_49_R69,19/07/2012
3945,5010.14104,5000.26569,98.328927,PF_B2_49_R69,19/07/2012
3946,5010.099049,5000.165516,98.347266,PF_B2_49_R69,19/07/2012
3947,5010.139208,5000.107802,98.326898,PF_B2_49_R69,19/07/2012
3948,5010.176416,5000.154488,98.3231,PF_B2_49_R69,19/07/2012
3949,5012.208965,4999.26702,99.247975,PF_C4_31_L3066,19/07/2012
3950,5012.178064,4998.744546,99.326044,PF_C4_31_R70,19/07/2012
3951,5012.07082,4998.837355,99.315469,PF_C4_31_R70,19/07/2012
3952,5012.133403,4998.964491,99.315813,PF_C4_31_R70,19/07/2012
3953,5012.280804,4998.92503,99.317876,PF_C4_31_R70,19/07/2012
3954,5012.253821,4998.833236,99.295055,PF_C4_31_R70,19/07/2012
3955,5012.225723,4998.912578,99.265438,PF_C4_31_R70,19/07/2012
3956,5012.241368,4998.913538,99.334313,PF_C4_31_R70,19/07/2012
3957,5012.42047,4999.448038,99.249052,PF_C4_31_L1713,19/07/2012
3958,5012.571557,4999.285804,99.25077,PF_C4_31_L1714,19/07/2012
3959,5011.843766,4999.117412,99.296589,PF_C4_31_AXE10,19/07/2012
3960,5011.853311,4999.200761,99.283229,PF_C4_31_AXE10,19/07/2012
3961,5011.798438,4999.131127,99.301291,PF_C4_31_AXE10,19/07/2012
3962,5011.79976,4999.183475,99.299275,PF_C4_31_AXE10,19/07/2012
3963,5012.838585,4999.12243,99.262498,EL_C4_31_N,19/07/2012
3964,5012.268651,4999.778938,99.241158,EL_C4_31_E,19/07/2012
3965,5011.61833,4999.182352,99.282237,EL_C4_31_S,19/07/2012
3966,5012.167293,4998.550644,99.267289,EL_C4_31_W,19/07/2012
3967,5012.240021,4999.167197,99.256022,EL_C4_31_C,19/07/2012
3968,5010.768411,4998.674616,98.159016,PF_B3_51_L1715,19/07/2012
3969,5010.875896,4998.687834,98.164123,PF_B3_51_L1717,19/07/2012
CP1,5016,5006,100.37,control point,19/07/2012
TBM03,5020,5003,100.795,TBM03,19/07/2012
TBM06,5015.3528,5000.8168,100.691,TBM06,19/07/2012
