Name,Easting,Northing,Elevation,Description,,Date Taken
626,5002.147129,5012.809376,100.494881,PF_E2_5_HB113,,18/06/2012
627,5002.105799,5012.849924,100.496008,PF_E2_5_HB113,,18/06/2012
628,5001.658875,5012.685489,100.527045,PF_E2_5_HB114,,18/06/2012
629,4999.089282,5012.911242,100.542674,EL_C4_6_N,,18/06/2012
630,4999.708339,5012.290105,100.515108,EL_C4_6_E,,18/06/2012
631,4999.170125,5011.638798,100.51348,EL_C4_6_S,,18/06/2012
632,4998.486791,5012.246757,100.531811,EL_C4_6_W,,18/06/2012
633,4999.107746,5012.265922,100.533943,EL_C4_6_C,,18/06/2012
634,5001.864477,5012.824813,100.542841,PF_E2_6_R10,,18/06/2012
635,5001.806165,5012.87079,100.554235,PF_E2_6_R10,,18/06/2012
636,5001.816922,5012.969003,100.572958,PF_E2_6_R10,,18/06/2012
637,5001.875287,5012.985672,100.560412,PF_E2_6_R10,,18/06/2012
638,5001.924017,5012.989808,100.567145,PF_E2_6_R10,,18/06/2012
639,5001.920138,5012.95148,100.568165,PF_E2_6_R10,,18/06/2012
640,5001.906687,5012.850427,100.560878,PF_E2_6_R10,,18/06/2012
641,5001.87286,5012.916753,100.573431,PF_E2_6_R10,,18/06/2012
642,5001.850851,5012.845514,100.507135,PF_E2_6_R10,,18/06/2012
643,5001.799924,5012.894786,100.520749,PF_E2_6_R10,,18/06/2012
644,5001.827166,5012.994293,100.540871,PF_E2_6_R10,,18/06/2012
645,5001.90456,5013.011503,100.546472,PF_E2_6_R10,,18/06/2012
646,5001.937874,5012.949684,100.543915,PF_E2_6_R10,,18/06/2012
647,5001.904746,5012.899907,100.522984,PF_E2_6_R10,,18/06/2012
648,4999.178519,5011.507513,100.487331,EL_B3_6_N,,18/06/2012
649,4999.863695,5010.875501,100.450384,EL_B3_6_E,,18/06/2012
650,4998.862891,5010.522598,100.498143,EL_B3_6_S,,18/06/2012
651,4998.531715,5010.825782,100.497948,EL_B3_6_W,,18/06/2012
652,4999.130133,5011.093108,100.484609,EL_B3_6_C,,18/06/2012
653,5001.96305,5011.811224,100.474198,PF_E2_5_HB115,,18/06/2012
654,5002.007561,5011.857048,100.475983,PF_E2_5_HB115,,18/06/2012
655,5001.945509,5013.030479,100.516434,EL_E2_5_N,,18/06/2012
656,5002.261658,5012.378556,100.499958,EL_E2_5_E,,18/06/2012
657,5001.925959,5011.752741,100.484658,EL_E2_5_S,,18/06/2012
658,5001.284436,5012.357,100.50243,EL_E2_5_W,,18/06/2012
659,5001.858344,5012.359343,100.493412,EL_E2_5_C,,18/06/2012
660,4999.904245,5010.843418,100.445645,EL_B2_6_N,,18/06/2012
661,5000.208497,5010.603015,100.450634,EL_B2_6_E,,18/06/2012
662,5000.079719,5010.428146,100.448863,EL_B2_6_S,,18/06/2012
663,4999.769842,5010.702274,100.445621,EL_B2_6_W,,18/06/2012
664,5002.12552,5011.83722,100.512595,PF_E1_5_HB116,,18/06/2012
665,4999.774603,5013.626946,100.54419,EL_D4_6_N,,18/06/2012
666,5000.432693,5013.052714,100.544664,EL_D4_6_E,,18/06/2012
667,4999.784765,5012.314291,100.518669,EL_D4_6_S,,18/06/2012
668,4999.148373,5012.940956,100.536831,EL_D4_6_W,,18/06/2012
669,4999.863674,5012.960666,100.535917,EL_D4_6_C,,18/06/2012
670,5002.063691,5011.804929,100.473058,PF_E1_5_HB117,,18/06/2012
671,5002.202254,5011.850926,100.490708,PF_E1_5_HB118,,18/06/2012
672,5002.138951,5011.828679,100.498917,PF_E1_5_HB118,,18/06/2012
673,5001.971681,5011.764117,100.474058,PF_E1_5_HB119,,18/06/2012
674,5002.007551,5011.827354,100.45781,PF_E1_5_HB120,,18/06/2012
675,5002.325617,5012.071606,100.474776,EL_E1_5_N,,18/06/2012
